"SBD","NV1.N","NV1.TH","NV2.N","NV2.TH","NV3.N","NV3.TH","NV4.N","NV4.TH"
"SPB026046","KT51","Toan,Hoa,Anh,0","TA1","Anh,Toan,Van,1","KT31","Toan,Hoa,Sinh,1",NA,NA
"TMA046679","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT52","Toan,Hoa,Anh,0","KT23","Toan,Ly,Hoa,1"
"KTA096887","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0"
"ABC023376","KT23","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"TMA092678","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"ABC037276","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TMA085400","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"SPB061493","KT31","Toan,Hoa,Anh,1","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TLA074169","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"KTA093934","KT32","Toan,Hoa,Sinh,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1"
"BKT048234","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT016512","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"BKT016343","KT11","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"BKT088475","CN1","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"BKT065561","KT23","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"SPB057592","KT21","Toan,Ly,Hoa,1","TA2","Anh,Toan,Van,1","KT32","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON037723","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TLA092081","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA081402","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC059308","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1"
"SPB098583","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"BKT001898","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT23","Toan,Ly,Hoa,1"
"ABC085095","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0"
"KTA068025","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","TA2","Anh,Toan,Van,1"
"TLA010230","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"BKT007433","CN3","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"TLA034811","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA098242","KT31","Toan,Hoa,Sinh,1","KT33","Toan,Hoa,Sinh,1",NA,NA,NA,NA
"TMA097864","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"SPB037280","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"TLA070896","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"KTA009575","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT049067","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"BKT023114","KQ3","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON022483","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TLA015106","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA034697","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","QT11","Toan,Ly,Hoa,0"
"TMA007002","CN1","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"TMA082459","KT21","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0"
"CON061735","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA078835","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA051387","CN3","Toan,Ly,Hoa,1",NA,NA,NA,NA,NA,NA
"CON054717","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TLA010822","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TMA019946","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"ABC073956","CN3","Toan,Hoa,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT42","Toan,Hoa,Anh,0"
"ABC029744","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA,NA,NA
"ABC075735","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"BKT076326","KT14","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA046043","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"CON068359","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"ABC054184","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA003517","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"ABC098066","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT22","Toan,Ly,Anh,1"
"TLA072657","TA1","Anh,Toan,Van,1","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA029942","KT21","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT22","Toan,Ly,Anh,1",NA,NA
"ABC081187","CN3","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"BKT000500","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB055224","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1"
"BKT074164","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TLA059668","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"CON033539","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0"
"TLA013050","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB029609","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1",NA,NA
"BKT086372","KT52","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"KTA006531","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT050752","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA038384","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"BKT044923","KT14","Toan,Ly,Hoa,1","CN3","Toan,Hoa,Anh,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA092833","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA024718","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TMA098613","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN3","Toan,Hoa,Anh,1","KT22","Toan,Ly,Hoa,1"
"KTA009835","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TMA049998","TA1","Anh,Toan,Van,1","KT31","Toan,Hoa,Sinh,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TMA086282","KT42","Toan,Ly,Hoa,0","KT33","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","QT14","Toan,Ly,Hoa,0"
"SPB021745","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"KTA010266","KT23","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TMA062783","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA011727","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA075685","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA045275","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"KTA007985","KT52","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"BKT066029","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN3","Toan,Ly,Hoa,1"
"CON027646","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","KT11","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1"
"KTA035497","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB084915","KT31","Toan,Hoa,Anh,1","KT21","Toan,Ly,Anh,1","KT41","Toan,Hoa,Anh,0","KT22","Toan,Ly,Anh,1"
"TMA090317","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC041325","KT13","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA
"TMA033742","TA1","Anh,Toan,Van,1","KT22","Toan,Ly,Anh,1","TA2","Anh,Toan,Van,1","KT21","Toan,Ly,Anh,1"
"TLA056849","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"SPB000542","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"CON019292","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1",NA,NA,NA,NA
"CON015160","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"BKT051297","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0","CN1","Toan,Ly,Anh,1"
"KTA039600","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC061041","KT31","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TLA082935","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"TLA019880","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0",NA,NA
"BKT047340","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TMA043643","KQ2","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"ABC011053","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON001583","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"BKT027341","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"BKT020673","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"KTA045510","CN1","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA015021","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA067078","CN1","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA044674","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT028569","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"SPB027830","KT42","Toan,Hoa,Anh,0","KQ2","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA
"CON060122","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"BKT089324","CN1","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","KQ1","Toan,Van,Anh,0"
"TLA018340","CN1","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA069714","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"SPB046345","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"KTA080043","KT22","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"ABC014564","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"CON026779","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA,NA,NA
"KTA044891","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"BKT051972","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB052151","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA,NA,NA
"CON066767","CN3","Toan,Hoa,Sinh,1","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA
"SPB094513","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"CON056874","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"TLA014682","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TLA087427","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","CN2","Toan,Ly,Hoa,1"
"KTA007642","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"ABC086271","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT092640","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","TA2","Anh,Toan,Van,1"
"TLA024123","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"ABC089486","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"SPB030565","KT12","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA049503","KT31","Toan,Hoa,Anh,1","QT11","Toan,Hoa,Anh,0",NA,NA,NA,NA
"ABC046125","KT11","Toan,Ly,Anh,1","TA2","Anh,Toan,Van,1","CN2","Toan,Ly,Anh,1","KT31","Toan,Ly,Hoa,1"
"ABC091031","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"BKT081091","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"SPB082884","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT22","Toan,Ly,Anh,1"
"CON070835","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ2","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1"
"BKT006361","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"TLA073774","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TMA084410","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"SPB088735","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"CON035195","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"ABC058610","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"CON008044","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"ABC046220","KT41","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"BKT094629","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA097019","KT21","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB026732","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB011053","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA
"CON062971","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"ABC001984","KT23","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT22","Toan,Ly,Anh,1",NA,NA
"KTA043336","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"CON024373","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA
"ABC079001","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"BKT094644","KQ1","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC063727","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","QT11","Toan,Hoa,Anh,0",NA,NA
"CON008594","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"SPB064254","KQ3","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TMA059130","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA098202","KT51","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA036353","CN1","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0"
"SPB017919","CN2","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","KT21","Toan,Ly,Hoa,1","KT33","Toan,Hoa,Anh,1"
"ABC038292","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ2","Toan,Van,Anh,0"
"TLA054657","CN2","Toan,Ly,Anh,1","KQ2","Toan,Van,Anh,0","KT21","Toan,Ly,Anh,1",NA,NA
"CON024662","KT21","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"SPB099715","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TLA071310","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"TLA021493","CN2","Toan,Ly,Hoa,1","TA2","Anh,Toan,Van,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT016554","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0"
"KTA042575","KT31","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA045904","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1"
"CON024357","KQ1","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"ABC094422","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT028825","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1"
"KTA016172","QT14","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA
"ABC039233","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0"
"BKT041636","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT33","Toan,Hoa,Anh,1"
"SPB098166","KT41","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"KTA048804","KT22","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT42","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"TMA013576","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"SPB015558","KT14","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TMA073116","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1",NA,NA
"SPB089606","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"SPB017887","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT51","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1"
"TMA005733","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1"
"CON058682","TA1","Anh,Toan,Van,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TMA057270","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"BKT063983","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"KTA092472","QT11","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1",NA,NA
"BKT093943","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TLA015270","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA056479","QT11","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
